location,orientation,ac_scenario,case_name,case_id,floor_area,end_use,Electricity [kWh]
Jakarta,South,FullHouse_AC,CoolRoof_1,50,36.0,Cooling,553.57
Jakarta,South,FullHouse_AC,CoolRoof_1,50,36.0,Interior Lighting,501.28
Jakarta,South,FullHouse_AC,CoolRoof_1,50,36.0,Interior Equipment,2176.06
Jakarta,South,FullHouse_AC,CoolRoof_1,50,36.0,Fans,37.17
Jakarta,South,FullHouse_AC,CoolRoof_1,50,36.0,Total End Uses,3268.09
Jakarta,South,FullHouse_AC,CoolRoof_2,51,36.0,Heating,0.0
Jakarta,South,FullHouse_AC,CoolRoof_2,51,36.0,Cooling,486.59
Jakarta,South,FullHouse_AC,CoolRoof_2,51,36.0,Interior Lighting,501.28
Jakarta,South,FullHouse_AC,CoolRoof_2,51,36.0,Interior Equipment,2176.06
Jakarta,South,FullHouse_AC,CoolRoof_2,51,36.0,Fans,32.64
Jakarta,South,FullHouse_AC,CoolRoof_2,51,36.0,Total End Uses,3196.58
Jakarta,South,FullHouse_AC,CoolWall_1,52,36.0,Heating,0.0
Jakarta,South,FullHouse_AC,CoolWall_1,52,36.0,Cooling,529.69
Jakarta,South,FullHouse_AC,CoolWall_1,52,36.0,Interior Lighting,501.28
Jakarta,South,FullHouse_AC,CoolWall_1,52,36.0,Interior Equipment,2176.06
Jakarta,South,FullHouse_AC,CoolWall_1,52,36.0,Fans,35.61
Jakarta,South,FullHouse_AC,CoolWall_1,52,36.0,Total End Uses,3242.64
Jakarta,South,FullHouse_AC,CoolWall_2,53,36.0,Heating,0.0
Jakarta,South,FullHouse_AC,CoolWall_2,53,36.0,Cooling,445.22
Jakarta,South,FullHouse_AC,CoolWall_2,53,36.0,Interior Lighting,501.28
Jakarta,South,FullHouse_AC,CoolWall_2,53,36.0,Interior Equipment,2176.06
Jakarta,South,FullHouse_AC,CoolWall_2,53,36.0,Fans,29.9
Jakarta,South,FullHouse_AC,CoolWall_2,53,36.0,Total End Uses,3152.46
Jakarta,South,FullHouse_AC,InsRoof_1,54,36.0,Heating,0.0
Jakarta,South,FullHouse_AC,InsRoof_1,54,36.0,Cooling,469.7
Jakarta,South,FullHouse_AC,InsRoof_1,54,36.0,Interior Lighting,501.28
Jakarta,South,FullHouse_AC,InsRoof_1,54,36.0,Interior Equipment,2176.06
Jakarta,South,FullHouse_AC,InsRoof_1,54,36.0,Fans,31.52
